R_max,t_peak,R_end,delta_post,s_final,sigma_final,n_eval,env,algo,run_id,regime
177.1301239013672,2960000.0,173.09471008300778,-4.035413818359416,0.31924067905970943,2.4972632480830312,150,Hopper-v4,a2c,20251111_102847_520108_pid3973857_seed0,plateau
175.920947265625,2680000.0,173.55554656982423,-2.3654006958007585,-0.35628901890345943,1.4974068964764302,150,Hopper-v4,a2c,20251111_225128_548680_pid4117323_seed0,plateau
401.5591552734375,2980000.0,378.1026092529297,-23.4565460205078,2.029923357282367,30.18026864441943,150,Hopper-v4,a2c,20251109_181648_742619_pid3548077_seed0,plateau
1075.851708984375,2740000.0,925.8317944335938,-150.0199145507811,-13.215349469866071,58.41968371943716,150,Hopper-v4,a2c,20251107_203213_356703_pid2996584_seed0,plateau
342.1212585449219,2960000.0,318.4987475585938,-23.62251098632811,2.8748772757394,16.638496272029972,150,Hopper-v4,a2c,20251110_033248_557189_pid3672787_seed0,plateau
190.51610107421874,2980000.0,187.5438571166992,-2.972243957519538,1.3169165475027913,5.07709325129153,150,Hopper-v4,a2c,20251110_095244_025340_pid3747371_seed0,plateau
275.5661560058594,2880000.0,272.6109924316406,-2.9551635742187727,0.5923174176897297,3.620132771710404,150,Hopper-v4,a2c,20251110_142400_109572_pid3791787_seed0,plateau
274.56796875,3000000.0,267.7676602172852,-6.80030853271478,0.727013288225444,3.5180277209938673,150,Hopper-v4,a2c,20251110_233205_476868_pid3879240_seed0,plateau
315.6902709960938,2040000.0,285.9454064941406,-29.744864501953145,-0.39016200474330276,6.159577693482066,150,Hopper-v4,a2c,20251109_181559_747067_pid3547831_seed0,plateau
316.5220703125,2680000.0,270.55451904296876,-45.967551269531214,-2.7091635567801324,19.919979376293266,150,Hopper-v4,a2c,20251109_024337_621329_pid3266001_seed0,plateau
352.43694458007815,2940000.0,342.1171453857422,-10.319799194335928,0.5748543875558028,6.477954728873931,150,Hopper-v4,a2c,20251108_234530_600041_pid3238596_seed0,plateau
1339.006201171875,2200000.0,1037.598585205078,-301.40761596679704,3.9638305664062403,65.37346511122425,150,Hopper-v4,a2c,20251107_194302_922106_pid2988067_seed0,post_peak_degrade
507.03563232421874,2520000.0,448.87966979980473,-58.15596252441401,3.018465314592634,14.805658760355332,150,Hopper-v4,a2c,20251108_154641_160102_pid3180079_seed0,plateau
330.5392761230469,2220000.0,282.0056140136719,-48.53366210937497,-2.046253313337051,8.51656105482754,150,Hopper-v4,a2c,20251109_205637_563329_pid3596314_seed0,plateau
216.47779541015626,3000000.0,201.08849243164062,-15.389302978515644,1.7355379377092635,7.016692049580697,150,Hopper-v4,a2c,20251111_065103_136976_pid3941118_seed0,plateau
221.08412170410156,2460000.0,105.11698654174805,-115.96713516235351,-1.6950319562639504,9.963566654409437,150,Hopper-v4,a2c,20251111_192613_726849_pid4082014_seed0,post_peak_degrade
531.1025085449219,3000000.0,446.6927062988281,-84.40980224609376,14.243028913225446,62.30893216419528,150,Hopper-v4,a2c,20251108_124921_155520_pid3154136_seed0,plateau
586.8573608398438,1980000.0,371.23508087158206,-215.6222799682617,-0.06141313825334903,35.02764835353771,150,Hopper-v4,a2c,20251109_120148_769072_pid3345794_seed0,post_peak_degrade
306.6587280273437,2440000.0,295.07560546875,-11.583122558593743,-0.01933026994977435,3.980930984117945,150,Hopper-v4,a2c,20251109_170855_437925_pid3536660_seed0,plateau
261.6583679199219,1060000.0,256.222897644043,-5.435470275878913,0.02445220947265625,0.5622474155580685,150,Hopper-v4,a2c,20251109_042620_556200_pid3279014_seed0,plateau
175.920947265625,2680000.0,173.55554656982423,-2.3654006958007585,-0.35628901890345943,1.4974068964764302,150,Hopper-v4,a2c,20251111_230128_444378_pid4118995_seed0,plateau
855.7753540039063,2780000.0,612.0400003051758,-243.73535369873048,-1.787343924386164,111.70911515787495,150,Hopper-v4,a2c,20251107_191231_172297_pid2982698_seed0,post_peak_degrade
192.03103942871093,3000000.0,190.1534228515625,-1.877616577148416,0.11390664236886039,0.9558262853872599,150,Hopper-v4,a2c,20251110_112518_393305_pid3763513_seed0,plateau
151.89639892578126,2820000.0,146.73090454101563,-5.165494384765623,-0.09570770263671997,4.1684094144064865,150,Hopper-v4,a2c,20251112_001019_245229_pid4131233_seed0,plateau
177.7859313964844,1060000.0,170.59512084960937,-7.190810546875014,0.028953988211495942,0.2313123018569412,150,Hopper-v4,a2c,20251110_131604_680759_pid3781331_seed0,plateau
326.29381103515624,1440000.0,285.97130187988284,-40.322509155273394,0.890002877371651,4.909432516972389,150,Hopper-v4,a2c,20251108_031646_858185_pid3061483_seed0,plateau
